month,asmchta_date,due_date,hen_negdi,pal_code,record_id,year,line,acc_code,cust_id,record_schum,hatama,sort_code,pratim,asmacta1,asmacta2,hatama_sign,hatama_bank,cartis_code_id,schum_hova,schum_zchut,zmani,int1,cust_lname,cust_fname,pre1_phone,phone1,contact1,bs_item_id,bs_item_name,bs_group_id,bs_group_name,bs_group_type,project_id,pending,show_ytra
,,,,1,,2020,,,41,,,,יתרת פתיחה,,,,,,48901084.67,46135070.38,,1,בנק הפועלים ,חשבון 200403,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
5,01/01/2020,01/01/2020,7,1,15736,2020,59,1,41,1030,0,3,הפקדה,,,0,881,99,1030,0,0,1,בנק הפועלים ,חשבון 200403,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
5,03/01/2020,03/01/2020,39,1,15739,2020,60,2,41,108.35,0,3,רבית,,,0,881,99,0,108.35,0,1,בנק הפועלים ,חשבון 200403,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
5,03/01/2020,03/01/2020,39,1,15741,2020,61,2,41,21.6,0,3,עמ מפעולות,,,0,882,99,0,21.6,0,1,בנק הפועלים ,חשבון 200403,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
5,05/01/2020,05/01/2020,104,1,15743,2020,62,2,41,1755,0,3,העברה,,,0,882,99,0,1755,0,1,בנק הפועלים ,חשבון 200403,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
1,10/01/2020,10/01/2020,20197,1,15150,2020,10,2,41,17550,0,3,תשלום,10527,,0,867,99,0,17550,0,1,בנק הפועלים ,חשבון 200403,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
5,10/01/2020,10/01/2020,20066,1,15745,2020,63,2,41,1693.44,0,3,כלל חיוב,,,0,882,99,0,1693.44,0,1,בנק הפועלים ,חשבון 200403,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
5,14/01/2020,14/01/2020,20050,1,15747,2020,64,2,41,300,0,3,העברה,,,0,882,99,0,300,0,1,בנק הפועלים ,חשבון 200403,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
4,15/01/2020,15/01/2020,51,1,15504,2020,48,2,41,35458.59,0,3,א.אקספרס,,,0,867,99,0,35458.59,0,1,בנק הפועלים ,חשבון 200403,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
1,15/01/2020,15/01/2020,20156,1,16081,2020,50,1,41,115,0,3,הפרש תשלום,10528,,0,902,99,115,0,0,1,בנק הפועלים ,חשבון 200403,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
