month,asmchta_date,due_date,hen_negdi,pal_code,record_id,year,line,acc_code,cust_id,record_schum,hatama,sort_code,pratim,asmacta1,asmacta2,hatama_sign,hatama_bank,cartis_code_id,schum_hova,schum_zchut,zmani,int1,cust_lname,cust_fname,pre1_phone,phone1,contact1,bs_item_id,bs_item_name,bs_group_id,bs_group_name,bs_group_type,project_id,pending,show_ytra
1,01/01/2020,01/01/2020,,1,14,2020,14,1,41,94943.98,0,1,י.פ.,,,0,0,99,94943.98,0,0,1,בנק פועלים 200405,חשבון 123456,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
1,01/01/2020,01/01/2020,61,1,22,2020,21,2,41,1404,0,3,שיק,10124,,0,1,99,0,1404,0,1,בנק פועלים 200405,חשבון 123456,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
1,01/01/2020,01/01/2020,61,1,24,2020,22,2,41,3744,0,3,שיק,10125,,0,1,99,0,3744,0,1,בנק פועלים 200405,חשבון 123456,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
1,03/01/2020,03/01/2020,39,1,83,2020,65,2,41,0.64,0,3,רבית,1219,,0,2,99,0,0.64,0,1,בנק פועלים 200405,חשבון 123456,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
1,03/01/2020,03/01/2020,39,1,85,2020,66,2,41,73,0,3,ד.ניהול קבועים,1219,,0,3,99,0,73,0,1,בנק פועלים 200405,חשבון 123456,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
1,03/01/2020,03/01/2020,39,1,87,2020,67,2,41,20.02,0,3,דמי רשום פעולה,1219,,0,4,99,0,20.02,0,1,בנק פועלים 200405,חשבון 123456,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
1,10/01/2020,10/01/2020,3011,1,89,2020,68,2,41,5766,0,3,העברה מהבנק,55376,,0,5,99,0,5766,0,1,בנק פועלים 200405,חשבון 123456,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
1,10/01/2020,10/01/2020,3014,1,91,2020,69,2,41,7953,0,3,העברה לאחר,55489,,0,6,99,0,7953,0,1,בנק פועלים 200405,חשבון 123456,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
1,10/01/2020,10/01/2020,3010,1,93,2020,70,2,41,15454,0,3,העברה לאחר,56038,,0,7,99,0,15454,0,1,בנק פועלים 200405,חשבון 123456,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
1,10/01/2020,10/01/2020,3012,1,95,2020,71,2,41,4579,0,3,העברה מהבנק,56180,,0,8,99,0,4579,0,1,בנק פועלים 200405,חשבון 123456,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
1,10/01/2020,10/01/2020,51,1,97,2020,72,2,41,41739.95,0,3,אמריקן אקספרס,9190,,0,9,99,0,41739.95,0,1,בנק פועלים 200405,חשבון 123456,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
1,16/01/2020,16/01/2020,6026,1,52,2020,47,2,41,1755,0,3,תשלום,10045,,0,1,99,0,1755,0,1,בנק פועלים 200405,חשבון 123456,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
1,31/01/2020,31/01/2020,3011,1,99,2020,73,2,41,756,0,3,"דלקלומט בע""מ",39798699,,0,10,99,0,756,0,1,בנק פועלים 200405,חשבון 123456,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
2,03/02/2020,03/02/2020,39,1,101,2020,1,2,41,12.15,0,3,ע.מפעולות-ישיר,9,,0,11,99,0,12.15,0,1,בנק פועלים 200405,חשבון 123456,,,,1000,מזומנים ושווי מזומנים,1000,רכוש שוטף,1,,0,0
